,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
1856,I,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11
2599,M,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8
1278,I,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8
1802,F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11
1842,I,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,7
1953,M,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9
735,M,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,10
3179,I,0.27,0.195,0.07,0.102,0.045,0.0135,0.034,8
3383,M,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14
52,M,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10
3016,I,0.435,0.335,0.105,0.3535,0.156,0.05,0.1135,7
3187,F,0.51,0.385,0.135,0.632,0.282,0.145,0.17,8
3039,M,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10
2229,M,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7
2082,F,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10
2744,M,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11
4062,M,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9
2882,I,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,9
2086,F,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10
3675,M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10
3103,M,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,11
3340,I,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,17
2496,F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15
3533,I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6
2567,F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6
1201,M,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8
618,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9
539,F,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10
273,M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15
3853,F,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9
3140,M,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20
684,M,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10
2572,I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7
339,F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15
2547,I,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5
1477,M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8
1688,M,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,11
1211,I,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,4
3948,F,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12
1465,I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8
1812,M,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10
1745,F,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
4025,I,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7
3515,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
2545,I,0.205,0.15,0.065,0.04,0.02,0.011,0.013,4
3910,M,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13
1866,I,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,10
3532,I,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7
3358,M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5
3539,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8
894,I,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
3816,M,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8
3424,M,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10
4012,F,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,8
2338,M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
74,F,0.605,0.45,0.195,1.098,0.481,0.2895,0.315,13
1885,I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9
3662,I,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8
1868,I,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,8
2821,I,0.39,0.29,0.09,0.2625,0.117,0.054,0.077,7
1221,I,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,5
2933,F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
2360,F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11
2345,F,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17
2742,I,0.46,0.345,0.105,0.415,0.187,0.087,0.11,8
2088,F,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12
1613,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12
4104,F,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,11
2844,M,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10
3951,F,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13
3770,I,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9
2310,F,0.435,0.35,0.11,0.384,0.143,0.1005,0.125,13
1036,F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11
2916,M,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,10
2437,I,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9
2474,M,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14
778,M,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15
556,I,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14
1644,M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10
3000,M,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,9
2255,M,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12
402,F,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7
869,M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
3257,M,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9
2470,M,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11
371,F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,16
460,M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11
2286,F,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,9
1927,M,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,9
3222,M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
4158,I,0.48,0.355,0.11,0.4495,0.201,0.089,0.14,8
2208,F,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16
2190,M,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11
3283,F,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11
1298,I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10
4100,F,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,9
205,F,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9
1010,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11
3719,I,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7
2432,F,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11
2954,M,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12
1051,F,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11
1337,M,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10
3898,F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
2928,M,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,11
2607,F,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9
156,F,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13
3803,I,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7
1835,I,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7
3964,I,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5
4089,M,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9
3235,M,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14
1293,I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10
1308,F,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9
2362,F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
369,F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
527,F,0.57,0.445,0.155,0.733,0.282,0.159,0.235,14
1026,M,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,8
380,M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15
2001,I,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6
2268,F,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,13
716,I,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,8
4156,M,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8
1715,M,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9
3739,F,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9
3357,I,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8
1603,I,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9
281,I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7
1391,F,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9
1716,F,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12
1928,F,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12
128,M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19
2573,I,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8
2501,F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9
3933,I,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,6
4138,M,0.63,0.49,0.155,1.229,0.535,0.29,0.335,11
2829,I,0.52,0.395,0.145,0.77,0.424,0.142,0.1895,7
2151,F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18
2666,M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8
2239,F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8
2092,M,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10
2892,M,0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,10
1829,I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,6
1569,I,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8
1078,I,0.42,0.31,0.095,0.279,0.1255,0.051,0.088,6
695,I,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7
3921,M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10
3315,M,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,9
1372,F,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12
250,I,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7
3241,M,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14
4175,F,0.625,0.485,0.15,1.0945,0.531,0.261,0.296,10
2805,F,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,11
141,F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10
1565,I,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7
1192,M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9
3174,M,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9
4087,I,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,10
2536,F,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12
361,F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12
492,F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
3630,I,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7
1895,M,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,11
167,F,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20
2070,I,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,11
2825,I,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,8
3829,F,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12
3690,M,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13
2989,M,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9
476,F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9
851,M,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9
2309,M,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,13
2712,I,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4
1874,I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9
3985,M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
2235,M,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13
4103,M,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,10
3980,F,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,7
729,F,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15
1434,I,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7
2016,M,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,9
2939,F,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10
1366,I,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9
3711,M,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11
2288,I,0.33,0.265,0.09,0.18,0.068,0.036,0.06,6
2634,I,0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,7
1420,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
2012,I,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7
702,F,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9
225,F,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9
1841,I,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7
485,F,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13
326,I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7
3802,I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6
3278,M,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,12
4162,M,0.385,0.255,0.1,0.3175,0.137,0.068,0.092,8
4023,I,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,6
561,I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13
2879,I,0.47,0.385,0.13,0.587,0.264,0.117,0.174,8
3023,I,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,8
1479,M,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8
4021,F,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10
1296,M,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,9
3279,F,0.655,0.53,0.19,1.428,0.493,0.318,0.565,18
3443,I,0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7
3656,I,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11
2019,I,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9
989,M,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9
1326,M,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8
2315,M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
193,I,0.355,0.275,0.085,0.22,0.092,0.06,0.15,8
3784,M,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11
1319,I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9
4027,I,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6
3569,I,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11
3418,F,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8
1628,I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9
169,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
2015,I,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8
3243,F,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
565,M,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,10
2263,F,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13
2550,I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5
679,F,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8
1114,I,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9
3036,I,0.55,0.445,0.145,0.783,0.3045,0.157,0.265,11
3540,I,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8
63,M,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,7
3541,I,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8
4002,I,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8
1672,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10
1487,M,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8
3586,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11
3226,F,0.42,0.32,0.13,0.4135,0.1645,0.106,0.119,10
1719,M,0.65,0.525,0.185,1.488,0.665,0.337,0.378,11
3406,I,0.35,0.28,0.075,0.196,0.082,0.04,0.064,8
3476,I,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7
2911,F,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,11
1151,M,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,7
1914,M,0.595,0.455,0.15,0.886,0.4315,0.201,0.223,10
2056,F,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,7
3565,F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9
3864,I,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5
78,F,0.555,0.425,0.14,0.788,0.282,0.1595,0.285,11
2540,F,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13
2756,I,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,8
3265,M,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14
2856,F,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11
318,F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
366,M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
2218,M,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,14
2290,I,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,6
1542,I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7
2972,M,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,13
3018,I,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,9
895,I,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6
453,F,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11
2484,M,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14
2918,I,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,9
4125,I,0.54,0.415,0.135,0.709,0.3195,0.174,0.185,9
1839,I,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,11
1105,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
415,F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15
1174,F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
752,F,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13
3166,F,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
445,F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,9
3978,M,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8
3680,F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9
791,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10
3983,F,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,6
409,M,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,8
3790,F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10
2936,M,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,11
2986,M,0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,13
2888,I,0.51,0.4,0.125,0.5935,0.239,0.13,0.204,8
630,I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9
1794,I,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,10
2081,M,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8
3374,F,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10
2089,F,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10
3316,M,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16
3303,F,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12
274,M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13
4048,F,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,13
1214,I,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6
2679,F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9
1525,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
508,M,0.56,0.435,0.18,0.889,0.36,0.204,0.25,11
2561,I,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6
2110,I,0.325,0.25,0.055,0.166,0.076,0.051,0.045,5
1599,I,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,11
3779,M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10
1061,I,0.275,0.195,0.065,0.106,0.054,0.02,0.028,6
2961,F,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,10
1385,I,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11
3143,I,0.2,0.15,0.04,0.046,0.021,0.007,0.0065,4
2295,F,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10
856,M,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9
88,F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9
69,I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6
2765,I,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,11
1551,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7
3611,F,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10
244,I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
1964,F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10
4011,M,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,9
3973,I,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7
1446,I,0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5
1860,I,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,10
573,F,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17
3996,I,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,6
372,F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19
2701,F,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13
2011,M,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8
168,M,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,14
1875,F,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9
2399,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17
2433,F,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16
213,M,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9
1246,I,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7
3846,I,0.37,0.275,0.085,0.2045,0.096,0.056,0.08,6
3178,M,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,8
3666,I,0.575,0.44,0.15,0.983,0.486,0.215,0.239,8
650,M,0.255,0.18,0.065,0.079,0.034,0.014,0.025,5
406,M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8
866,M,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9
2147,M,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12
2394,I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14
3287,M,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,12
203,F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13
2792,M,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,10
2111,I,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9
1937,M,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9
750,F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13
1334,F,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10
3994,I,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4
4018,M,0.66,0.485,0.155,1.2275,0.61,0.274,0.3,8
268,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
1706,M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,10
1585,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
2050,M,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8
1176,M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10
3445,I,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8
2216,I,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,7
1459,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6
635,M,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8
3234,F,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13
162,M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12
381,M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,10
2708,M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11
3200,F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10
2997,F,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,9
2422,F,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12
249,I,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,7
3060,M,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11
598,I,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,12
1197,M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12
1455,M,0.475,0.37,0.125,0.649,0.347,0.136,0.142,8
4090,M,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11
389,I,0.465,0.375,0.12,0.471,0.222,0.119,0.14,9
973,M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11
3835,F,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7
1325,F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8
4167,M,0.5,0.38,0.125,0.577,0.269,0.1265,0.1535,9
1781,M,0.515,0.395,0.135,1.007,0.472,0.2495,0.252,8
2391,M,0.37,0.29,0.09,0.241,0.11,0.045,0.069,10
2516,I,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10
606,M,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,9
3668,F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10
3330,F,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10
1128,F,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,8
99,F,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10
2554,I,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7
872,M,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9
3082,F,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,11
3458,F,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8
2075,M,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9
2037,I,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5
1292,I,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9
558,F,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,13
